ISO3,Country,Dataset,Source,Type,TypeDetail,Access,TemporalStart,TemporalEnd,Frequency,Coverage,URL,Resolution,Quality,Notes,APIAvailable,Origins
KWT,Kuwait,Kuwait EPA eMISK Land Cover Data,Kuwait Environment Public Authority (EPA),LAND COVER / LAND USE,,Restricted - Government agency access via eMISK Enterprise system,Current - 20+ years of monitoring data,,Ongoing updates,"Variable (integrated with topographic, geomorphological data)",https://epa.gov.kw/en-us/eMISK,"Variable (integrated with topographic, geomorphological data)",3,,No public API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait EPA Protected Areas Database,Kuwait Environment Public Authority,PROTECTED AREAS / ENVIRONMENTAL,,Restricted - Access via eMISK system or www.beatona.net,Current - established under 2016 environment protection law,,Updated as new areas designated,Vector polygons with boundaries,https://epa.gov.kw/,Vector polygons with boundaries,5,,No public API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait EPA Water Resources Database,Kuwait Environment Public Authority,HYDROLOGY / WATER,,Restricted - Government access via eMISK,Current - 20+ years monitoring,,Continuous monitoring,"Variable - includes wells, aquifers, wadis",https://epa.gov.kw/en-us/eMISK,"Variable - includes wells, aquifers, wadis",5,,No public API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Geological Survey Maps,Geologische Bundesanstalt (GBA) Austria / Kuwait Oil Company,GEOLOGY / SOIL,,Restricted/Requires request,1981 compilation (based on LANDSAT imagery),,Historic - not regularly updated,"1:250,000 (best available), 1:100,000, 1:50,000 scales",,"1:250,000 (best available), 1:100,000, 1:50,000 scales",4,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Institute for Scientific Research (KISR) Hydrological Data,Kuwait Institute for Scientific Research,HYDROLOGY / WATER,,Restricted/Requires request,1980s-present,,Project-based,Variable - includes bathymetric and hydrological mapping,https://www.kisr.edu.kw,Variable - includes bathymetric and hydrological mapping,3,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Meteorological Department,Kuwait Directorate General of Civil Aviation - Meteorological Department,CLIMATE / WEATHER,,Partially open - historical data may require request,Historical records (1960s-present),,"Real-time observations, daily forecasts",Station-based observations,https://www.met.gov.kw/,Station-based observations,5,,Uncertain - contact department,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Ministry of Electricity and Water (MEW) GIS Data,Ministry of Electricity and Water,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Restricted - Government/utility use,Historical archive converted from paper maps + current digital data,,Continuous updates,High precision - facility and network level,https://www.mew.gov.kw/,High precision - facility and network level,5,,Likely internal only,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait National Parks and Reserves,Kuwait EPA / Ministry of Environment,PROTECTED AREAS / ENVIRONMENTAL,,Restricted/Requires request,Current,,As designated,Vector boundaries,,Vector boundaries,3,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait National Petroleum Company (KNPC) Infrastructure Data,Kuwait National Petroleum Company,INFRASTRUCTURE - PIPELINES,,"Restricted - Internal use, requires formal government request",Current,,Regular updates,Facility and network level,,Facility and network level,3,,No public API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait National Railway Project (KNRR) Data,Public Authority for Roads and Land Transport (PART) / Ministry of Communications,INFRASTRUCTURE - RAILWAYS,,Restricted - Government/contractor access,In development - planned completion 2028,,Project development phase,Engineering design level,https://www.kuwaitrailroad.com/,Engineering design level,3,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Oil Company (KOC) LiDAR DEM,Kuwait Oil Company,ELEVATION/TERRAIN (DEM),,"Restricted - Internal KOC use, may require formal request",2010s-present (ongoing updates),,Project-based updates,"Excellent - Highest resolution DEM available for Kuwait oil field areas, three-dimensional terrain mapping[8][9]",,,5,,No public API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Oil Company (KOC) Pipeline GIS Database,Kuwait Oil Company - Integrated Masterplan (IMP) Project,INFRASTRUCTURE - PIPELINES,,"Restricted - Internal KOC use only, extremely sensitive data",Current - continuously updated,,Real-time updates via field surveys and aerial imagery,"Asset-level precision - includes all wells, pipelines, manifolds",,"Asset-level precision - includes all wells, pipelines, manifolds",5,,Internal ArcGIS Server/Portal APIs only,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Public Authority for Civil Information,PACI / Kuwait Central Statistics Bureau,POPULATION / DEMOGRAPHICS,,Restricted/Requires request,"Most recent official census 2005, current population estimates",,"Irregular census, annual estimates","Excellent - Official population statistics, 4.82 million total (2024), 1.53 million Kuwaiti citizens, 3.29 million expatriates[56][57]",,,5,,No public API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Soil Survey (1999),Government of Kuwait / AACM International Consultant,GEOLOGY / SOIL,,Restricted/Requires request from agricultural authorities,1999 (field survey),,No regular updates,"1:100,000 reconnaissance, 1:25,000 semi-detailed",,"1:100,000 reconnaissance, 1:25,000 semi-detailed",4,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Survey Department Official Boundaries,Kuwait Survey Department / National Geospatial Information Authority,ADMINISTRATIVE BOUNDARIES,,Restricted/Requires request,Current,,As administrative changes occur,Precise legal boundaries,,Precise legal boundaries,5,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Survey Department Road Network,Kuwait Survey Department / Public Authority for Civil Information (PACI),INFRASTRUCTURE - ROADS,,"Restricted - Government use, may require formal request",Current - continuously updated via Kuwait Finder system,,Regular updates using deep learning/AI on satellite imagery,High precision - street level with building footprints,,High precision - street level with building footprints,5,,Likely internal only,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Kuwait Survey Department Topographic Data,"Kuwait Survey Department, Ministry of Public Works",ELEVATION/TERRAIN (DEM),,Restricted/Requires request from government,Originally captured 1960s-1980s by Hunting Surveys and Asia Air Survey,,Irregular updates,"High accuracy for historical baseline, may be outdated; integrated into KUDAMS system using Kuwait Transverse Mercator grid[6][7]",,,3,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,LandScan Global Population,Oak Ridge National Laboratory (ORNL),POPULATION / DEMOGRAPHICS,,"Free for US government and academic use, commercial licensing available",Annual datasets,,Annual,"Excellent - Ambient (24-hour average) population distribution, integrates nighttime lights and infrastructure data, well-suited for Kuwait's energy-rich context[60]",https://landscan.ornl.gov/,,5,,No,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Maxar Technologies,Maxar Technologies,SATELLITE IMAGERY (COMMERCIAL),,Commercial/Purchase,2000s-present (extensive archive),,"On-demand tasking, routine collections","30 cm (WorldView-3, WorldView Legion), 50 cm (WorldView-1/2, GeoEye-1)",,"30 cm (WorldView-3, WorldView Legion), 50 cm (WorldView-1/2, GeoEye-1)",3,,Yes - Maxar Sec,TIER1_BEST_DATASETS.csv
KWT,Kuwait,OneGeology Portal,OneGeology Consortium / USGS,GEOLOGY / SOIL,,Open/Free,Current,,Contributing survey dependent,Variable by contributing survey,http://www.onegeology.org/,Variable by contributing survey,4,,Yes - WMS/WFS services,TIER1_BEST_DATASETS.csv
KWT,Kuwait,OpenStreetMap / OpenInfraMap Kuwait Utilities,OpenStreetMap Community,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Open/Free,Current,,Community updates,Variable,https://openinframap.org/,Variable,3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,OpenStreetMap Kuwait,OpenStreetMap Foundation / Community contributors,INFRASTRUCTURE - ROADS,,Open/Free,Current - continuously updated,,Continuous community updates,Variable - road centerlines,https://www.openstreetmap.org/,Variable - road centerlines,4,,"Yes - Overpass API, OSM API",TIER1_BEST_DATASETS.csv
KWT,Kuwait,OpenStreetMap Kuwait Pipelines,OpenStreetMap Community,INFRASTRUCTURE - PIPELINES,,Open/Free,Current,,Community updates,Line features,https://www.openstreetmap.org/,Line features,3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,OpenStreetMap Kuwait Railways,OpenStreetMap Community,INFRASTRUCTURE - RAILWAYS,,Open/Free,Current,,Community updates,Vector line data,https://www.openstreetmap.org/,Vector line data,3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,Sentinel-2 Land Cover Classification,ESA Copernicus Programme,LAND COVER / LAND USE,,Open/Free,2015-present,,5-day revisit time,10-20 meters,https://dataspace.copernicus.eu/,10-20 meters,5,,"Yes - Copernicus Open Access Hub API, Google Earth Engine",TIER1_BEST_DATASETS.csv
KWT,Kuwait,SRTM 30m DEM,NASA/USGS,ELEVATION/TERRAIN (DEM),,Open/Free,February 2000,,Static,"Good - RMSE ~6-10m vertically, widely validated, suitable for regional pipeline routing[4][5]",https://earthexplorer.usgs.gov,,4,,Yes - USGS Earth Explorer API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,TomTom Kuwait Roads,TomTom,INFRASTRUCTURE - ROADS,,Commercial/Purchase,Current,,Regular updates,Road centerline with traffic data,https://developer.tomtom.com/,Road centerline with traffic data,5,,"Yes - TomTom Maps API, Routing API",TIER1_BEST_DATASETS.csv
KWT,Kuwait,World Database on Protected Areas,UNEP-WCMC / IUCN,PROTECTED AREAS / ENVIRONMENTAL,,Open/Free,Current - updated September 2025,,Monthly updates,Vector polygons,https://www.protectedplanet.net/en/country/KWT,Vector polygons,4,,Yes - Protected Planet API,TIER1_BEST_DATASETS.csv
KWT,Kuwait,WorldClim,WorldClim / University of California,CLIMATE / WEATHER,,Open/Free,"1970-2000 baseline, future projections available",,Periodic major updates,30 arc-seconds (~1 km) to 2.5 arc-minutes,https://www.worldclim.org/,30 arc-seconds (~1 km) to 2.5 arc-minutes,4,,No - Download only,TIER1_BEST_DATASETS.csv
KWT,Kuwait,WorldPop Kuwait,WorldPop / University of Southampton,POPULATION / DEMOGRAPHICS,,Open/Free,2000-2020 (annual datasets),,Annual,"Very good - UN-adjusted population density grids, useful for identifying populated areas for pipeline routing avoidance[58][59]",https://hub.worldpop.org/,,4,,No - Download only,TIER1_BEST_DATASETS.csv
NLD,Netherlands,AHN4 (Actueel Hoogtebestand Nederland),Rijkswaterstaat / PDOK,Raster DTM/DSM (0.5m LiDAR),,Open (CC0),2020,2022,5-6 year cycle,Available,https://www.pdok.nl/introductie/-/article/actueel-hoogtebestand-nederland-ahn,,,,,COUNTRY_COVERAGE_LONG.csv
NOR,Norway,Airbus Intelligence,Airbus Defence and Space,SATELLITE IMAGERY,,Commercial/purchase,Archive and tasking,,On-demand,Excellent - high-resolution commercial imagery,https://www.intelligence-airbusds.com,Excellent - high-resolution commercial imagery,3,,Yes - via OneAtlas platform,TIER1_BEST_DATASETS.csv
NOR,Norway,AR-STAT Land Resource Map,NIBIO (Norwegian Institute of Bioeconomy Research) / Statistics Norway (SSB),LAND COVER / LAND USE,,Open/Free via Geonorge,Annual updates,,Annually,High-resolution vector (cadastral parcel level),,High-resolution vector (cadastral parcel level),5,,"https://www.ssb.no/en/natur-og-miljo/areal/statistikk/arealbruk-og-arealressurser, https://data.ssb.no/api",TIER1_BEST_DATASETS.csv
NOR,Norway,Archaeological/Cultural Heritage Sites,Directorate for Cultural Heritage / Riksantikvaren,SPECIAL DATASETS FOR NORWAY,,Restricted for sensitive sites / Open for general heritage,Current,,Ongoing registration,Point and polygon features,,Point and polygon features,4,,Limited,TIER1_BEST_DATASETS.csv
NOR,Norway,Avalanche Hazard Data,NVE,SPECIAL DATASETS FOR NORWAY,,Open/Free via Varsom.no,Current,,Continuous for warning service,Catchment and zone-specific,https://www.varsom.no,Catchment and zone-specific,5,,Likely available,TIER1_BEST_DATASETS.csv
NOR,Norway,Copernicus DEM,European Space Agency / Copernicus Programme,ELEVATION/TERRAIN (DEM),,Open/Free,2011–2015 (TanDEM-X mission data),,Static baseline,Qualifier: Best Global Option,https://land.copernicus.eu,,3,,Yes - various download services,TIER1_BEST_DATASETS.csv
NOR,Norway,Copernicus Global Land Cover,Copernicus Land Monitoring Service,LAND COVER / LAND USE,,Open/Free,2015–present,,Annual,10m (enhanced version),https://land.copernicus.eu/en/products/global-dynamic-land-cover,10m (enhanced version),4,,Yes,TIER1_BEST_DATASETS.csv
NOR,Norway,DTM 1,Kartverket (Norwegian Mapping Authority),Raster DTM (1m LiDAR-derived),,Open (CC BY 4.0),2016,Present,Ongoing,Available,https://hoydedata.no/,,,,,COUNTRY_COVERAGE_LONG.csv
NOR,Norway,ERA5 Reanalysis,ECMWF / Copernicus Climate Change Service,CLIMATE / WEATHER,,Open/Free,1940–present,,Near real-time (5-day lag),"Excellent - global coverage, hourly temporal resolution, comprehensive atmospheric variables",https://cds.climate.copernicus.eu,"Excellent - global coverage, hourly temporal resolution, comprehensive atmospheric variables",3,,Yes - Climate Data Store API,TIER1_BEST_DATASETS.csv
NOR,Norway,ESA WorldCover,European Space Agency,LAND COVER / LAND USE,,Open/Free,2020–2021,,Annual,10m,https://worldcover.esa.int,10m,4,,Yes,TIER1_BEST_DATASETS.csv
NOR,Norway,FAO Harmonized World Soil Database,Static (compiled from various sources),GEOLOGY / SOIL,,Open/Free,,,Periodic revisions,"Moderate - coarse resolution, national data superior for Norway",https://www.fao.org,"Moderate - coarse resolution, national data superior for Norway",3,,No,TIER1_BEST_DATASETS.csv
NOR,Norway,GADM,GADM,ADMINISTRATIVE BOUNDARIES,,Open/Free (non-commercial use),Current,,Periodic updates,Vector - multiple administrative levels,https://gadm.org,Vector - multiple administrative levels,4,,No - direct download,TIER1_BEST_DATASETS.csv
NOR,Norway,Global Surface Water Explorer,European Commission Joint Research Centre,HYDROLOGY / WATER,,Open/Free,"Good - long-term temporal coverage, seasonal variations captured",,Annual,30m,https://global-surface-water.appspot.com,30m,3,,Yes - Google Earth Engine,TIER1_BEST_DATASETS.csv
NOR,Norway,LandScan Global,Oak Ridge National Laboratory (US),POPULATION / DEMOGRAPHICS,,"Very Good - ambient population distribution (24-hour average), industry standard but access restricted[42]",2000–present (annual),,Annual,~1 km,https://landscan.ornl.gov,,4,,No,TIER1_BEST_DATASETS.csv
NOR,Norway,Marine Geology,NGU / MAREANO program,GEOLOGY / SOIL,,Open/Free,2006–present (ongoing),,Ongoing surveys,High-resolution seabed mapping,https://www.mareano.no/en/maps-and-data/geological-data,High-resolution seabed mapping,5,,Yes - map services,TIER1_BEST_DATASETS.csv
NOR,Norway,Marine Protected Areas,Miljødirektoratet / Fiskeridirektoratet,SPECIAL DATASETS FOR NORWAY,,Open/Free,Current,,As designated,Polygon boundaries,https://kartkatalog.miljodirektoratet.no,Polygon boundaries,5,,Via Geonorge,TIER1_BEST_DATASETS.csv
NOR,Norway,Maxar,Maxar Technologies,SATELLITE IMAGERY,,Commercial/purchase,Archive and tasking,,On-demand tasking,"Excellent - highest commercial resolution, costly",https://www.maxar.com,"Excellent - highest commercial resolution, costly",3,,Yes - via commercial platforms,TIER1_BEST_DATASETS.csv
NOR,Norway,MET Norway Weather API,"Excellent - authoritative national source, 1 km resolution weather model for North Europe, comprehensive historical climate data via Frost API, real-time observations, satellite data[33][34][35][36",CLIMATE / WEATHER,,Open/Free (CC BY 4.0 / NLOD license),"Historical archives, real-time, forecasts",,"Hourly updates for forecasts, continuous for observations","1 km (MET Nordic model), station data, various products",,"1 km (MET Nordic model), station data, various products",5,,"https://api.met.no, https://frost.met.no (historical/climate data)",TIER1_BEST_DATASETS.csv
NOR,Norway,Military Restricted Areas,Norwegian Defence,SPECIAL DATASETS FOR NORWAY,,Restricted information / Basic zones public,Current,,As restrictions change,Zone boundaries,,Zone boundaries,3,,No,TIER1_BEST_DATASETS.csv
NOR,Norway,National DEM 10m (DTM10/DOM10),Kartverket,ELEVATION/TERRAIN (DEM),,Open/Free,Complete coverage (2018 version widely distributed),,Periodic updates,"Very Good - complete nationwide coverage, LiDAR and photogrammetry-derived, suitable for regional analysis[2][3]",https://www.geonorge.no,,4,,Yes - WMS/WFS via Geonorge,TIER1_BEST_DATASETS.csv
NOR,Norway,National Electricity Transmission Data,Various operators / NVE (regulatory oversight),"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Restricted/requires request (limited public availability),Current,,Unknown,Variable,,Variable,3,,Unknown,TIER1_BEST_DATASETS.csv
NOR,Norway,National Geological Datasets,NGU (Geological Survey of Norway),GEOLOGY / SOIL,,Open/Free via Geonorge,Current and historical mapping,,Ongoing mapping programs,"Excellent - comprehensive bedrock geology, Quaternary deposits, high-resolution aeromagnetic/electromagnetic/radiometric surveys (particularly nort",https://www.ngu.no/en/geologiske-kart/datasett,"Excellent - comprehensive bedrock geology, Quaternary deposits, high-resolution aeromagnetic/electromagnetic/radiometric surveys (particularly nort",3,,"Yes - WMS/WFS, Atom feed download service",TIER1_BEST_DATASETS.csv
NOR,Norway,National High-Resolution DEM (NDH DTM1),Kartverket (Norwegian Mapping Authority),ELEVATION/TERRAIN (DEM),,Open/Free,2016–present (ongoing acquisition),,Continuous (project covers most of Norway),"Excellent - highest resolution national DEM, LiDAR-based terrain model with vertical reference NN2000 (EVRF2007 compatible)[1][2][3]",,,3,,"https://www.kartverket.no/en/api-and-data, https://www.geonorge.no",TIER1_BEST_DATASETS.csv
NOR,Norway,National Hydrological Database,NVE (Norwegian Water Resources and Energy Directorate),HYDROLOGY / WATER,,Open/Free,Historical records (some >100 years) to present,,Real-time for many stations,Station-based time series and catchment networks,https://www.nve.no/hydrology,Station-based time series and catchment networks,5,,Likely available (contact NVE),TIER1_BEST_DATASETS.csv
NOR,Norway,National Land Use Statistics,"Very Good - official statistics, harmonized with European standards, integrates multiple authoritative sources[7][8]",LAND COVER / LAND USE,,Open/Free,Current,,Annually,Vector - parcel and cadastral level,,Vector - parcel and cadastral level,4,,"https://data.ssb.no/api, https://www.geonorge.no",TIER1_BEST_DATASETS.csv
NOR,Norway,National Landslide Susceptibility Maps,NVE / NGU,SPECIAL DATASETS FOR NORWAY,,Open/Free via NVE Atlas,"Current (2014 national map, continuously updated)",,Ongoing updates,"Catchment level (debris flows, debris slides) and site-specific (rock avalanches)",https://www.nve.no/hydrology,"Catchment level (debris flows, debris slides) and site-specific (rock avalanches)",5,,Map services available,TIER1_BEST_DATASETS.csv
NOR,Norway,National Orthophotos,Kartverket,SATELLITE IMAGERY,,"Some free, detailed orthophotos may require purchase",Periodic aerial surveys,,Multi-year cycles,"Excellent - highest resolution national coverage, most detailed free orthophotos may require purchase[44]",,"Excellent - highest resolution national coverage, most detailed free orthophotos may require purchase[44]",3,,https://www.kartverket.no/en/api-and-data/order-geospatial-data,TIER1_BEST_DATASETS.csv
NOR,Norway,National Pipeline Registry,Government / petroleum authorities,INFRASTRUCTURE - PIPELINES,,Restricted/requires formal request,Current,,Unknown,Unknown,,Unknown,3,,No,TIER1_BEST_DATASETS.csv
NOR,Norway,National Protected Areas Database,Miljødirektoratet (Norwegian Environment Agency),PROTECTED AREAS / ENVIRONMENTAL,,Open/Free,Current (includes historical protection laws from 1910 onwards),,Regular updates as new areas designated,Polygon boundaries,https://kartkatalog.miljodirektoratet.no/dataset/Details/0,Polygon boundaries,5,,Yes - WMS/WFS via Geonorge/Miljødirektoratet,TIER1_BEST_DATASETS.csv
NOR,Norway,National Railway Network Dataset,Bane NOR SF,INFRASTRUCTURE - RAILWAYS,,Open/Free via Geonorge,Current,,Annually,Geographic reference lines (linear referencing system),,Geographic reference lines (linear referencing system),5,,"https://www.geonorge.no, https://inspire-geoportal.ec.europa.eu/srv/api/records/c3da3591-cded-4584-a4b1-bc61b7d1f4f2",TIER1_BEST_DATASETS.csv
NOR,Norway,National River Network Database,NVE,HYDROLOGY / WATER,,Open/Free via Geonorge,Current,,Periodic updates,"Vector - detailed river segments, streams, lakes",https://www.geonorge.no,"Vector - detailed river segments, streams, lakes",5,,Yes - INSPIRE-compliant WFS,TIER1_BEST_DATASETS.csv
NOR,Norway,National Road Database,Statens vegvesen (Norwegian Public Roads Administration),INFRASTRUCTURE - ROADS,,Open/Free,Current,,Continuously updated,Very detailed vector - centerline and regulation data,https://dataut.vegvesen.no/en/dataset/vegnett-og-vegregulering-i-nvdb,Very detailed vector - centerline and regulation data,5,,Yes - NVDB API v3 (XML/JSON),TIER1_BEST_DATASETS.csv
NOR,Norway,National Soil Maps,"Very Good - agricultural focus, integrated with land resource mapping",GEOLOGY / SOIL,,Open/Free via Geonorge,Current,,Periodic updates,Variable (regional to national),https://www.geonorge.no,Variable (regional to national),4,,Via Geonorge services,TIER1_BEST_DATASETS.csv
NOR,Norway,"Norway Digital is the national SDI framework coordinating data sharing across agencies, ensuring I",,SPECIAL DATASETS FOR NORWAY,,,,,,,,,3,,//inspire-geoportal.ec.europa.eu/srv/api/records/c3da3591-cded-4584-a4b1-bc61b7d1f4f2),TIER1_BEST_DATASETS.csv
NOR,Norway,Norwegian Gas Transport System,Gassco (operator) / Gassled (owner),INFRASTRUCTURE - PIPELINES,,"Excellent data exists but access is restricted; interactive maps show ~8,800 km of pipelines, major platforms, but detailed GIS layers require dire",Current,,As infrastructure changes,Pipeline routes and facilities,https://www.norskpetroleum.no/en/production-and-exports,Pipeline routes and facilities,5,,No public API,TIER1_BEST_DATASETS.csv
NOR,Norway,Official Administrative Boundaries,"Excellent - official legal boundaries for municipalities, counties, cadastral parcels, property boundaries, most authoritative source[38][39][1]",ADMINISTRATIVE BOUNDARIES,,Open/Free,Current,,As administrative changes occur,Vector - precise legal boundaries,,Vector - precise legal boundaries,5,,"https://www.geonorge.no, https://www.kartverket.no/en/api-and-data",TIER1_BEST_DATASETS.csv
NOR,Norway,OpenInfraMap / OpenStreetMap,OpenStreetMap contributors,"INFRASTRUCTURE - UTILITIES (Power, Telecom)",,Open/Free,Current,,Community-driven,Vector,https://openinframap.org,Vector,3,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
NOR,Norway,OpenStreetMap Norway,OpenStreetMap contributors,INFRASTRUCTURE - ROADS,,Open/Free (ODbL license),Current,,Continuous community updates,Variable vector data,https://www.openstreetmap.org,Variable vector data,4,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
NOR,Norway,OpenStreetMap Pipelines,OpenStreetMap contributors,INFRASTRUCTURE - PIPELINES,,Open/Free,Current,,Limited,Vector,https://www.openstreetmap.org,Vector,2,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
NOR,Norway,OpenStreetMap Railways,OpenStreetMap contributors,INFRASTRUCTURE - RAILWAYS,,Open/Free,Current,,Community-driven,Vector,https://www.openstreetmap.org,Vector,4,,Yes - Overpass API,TIER1_BEST_DATASETS.csv
NOR,Norway,Permafrost and Ground Ice Data,NGU / University research groups,SPECIAL DATASETS FOR NORWAY,,Variable (contact researchers),Current,,Research-dependent,Regional models and site-specific,,Regional models and site-specific,3,,No,TIER1_BEST_DATASETS.csv
NOR,Norway,Planet Labs,Planet Labs,SATELLITE IMAGERY,,Commercial/purchase (some free education/research),2016–present (daily coverage),,Daily global coverage,"Very Good - unique daily revisit capability, lower resolution than competitors",https://www.planet.com,"Very Good - unique daily revisit capability, lower resolution than competitors",3,,Yes - Planet API,TIER1_BEST_DATASETS.csv
NOR,Norway,Quick Clay (Kvikkleire) Maps,NGU / NVE,SPECIAL DATASETS FOR NORWAY,,Open/Free via NVE Atlas,Current,,Ongoing mapping,Variable scales (municipal to site-specific),https://www.ngu.no,Variable scales (municipal to site-specific),5,,Via map services,TIER1_BEST_DATASETS.csv
NOR,Norway,Ramsar Sites,Miljødirektoratet,PROTECTED AREAS / ENVIRONMENTAL,,Open/Free,Current,,As designated,Polygon boundaries,https://kartkatalog.miljodirektoratet.no,Polygon boundaries,5,,Via Geonorge,TIER1_BEST_DATASETS.csv
NOR,Norway,Reindeer Husbandry Areas,Reindrift/agricultural authorities,SPECIAL DATASETS FOR NORWAY,,Open via Geonorge,Current,,As agreements change,Administrative boundaries,https://www.geonorge.no,Administrative boundaries,4,,Via Geonorge services,TIER1_BEST_DATASETS.csv
NOR,Norway,Seismic Hazard Data,NORSAR / NGU,SPECIAL DATASETS FOR NORWAY,,Open (general maps) / Restricted (detailed),Current seismic model,,Periodic updates,Regional hazard zones,https://www.norsar.no,Regional hazard zones,4,,No,TIER1_BEST_DATASETS.csv
NOR,Norway,Sentinel-2,European Space Agency / Copernicus Programme,SATELLITE IMAGERY,,"Yes - Copernicus Open Access Hub, Google Earth Engine","Excellent - free multispectral imagery, high temporal frequency, suitable for vegetation/land cover analysis, Norway has dedicated Copernicus Glaci",,5-day revisit (2 satellites),"10m (visible/NIR), 20m (red-edge/SWIR), 60m (atmospheric)",https://scihub.copernicus.eu,"10m (visible/NIR), 20m (red-edge/SWIR), 60m (atmospheric)",3,,,TIER1_BEST_DATASETS.csv
NOR,Norway,THREDDS Data Server,MET Norway,CLIMATE / WEATHER,,Open/Free,Various,,Regular,"Gridded atmospheric, ocean, wave data",https://thredds.met.no,"Gridded atmospheric, ocean, wave data",5,,"Yes - OPeNDAP, NetCDF format",TIER1_BEST_DATASETS.csv
NOR,Norway,Unstable Rock Slope Database,NGU,SPECIAL DATASETS FOR NORWAY,,Open/Free,Current,,Ongoing monitoring,Site-specific polygons and monitoring data,https://www.ngu.no,Site-specific polygons and monitoring data,5,,Map services,TIER1_BEST_DATASETS.csv
NOR,Norway,Vann-Nett,Miljødirektoratet / NVE,HYDROLOGY / WATER,,Open/Free,Current,,Regular updates for WFD compliance,Waterbody polygons and networks,https://www.miljodirektoratet.no,Waterbody polygons and networks,4,,Via Geonorge services,TIER1_BEST_DATASETS.csv
NOR,Norway,World Database on Protected Areas,"Very Good - global standard, includes Norwegian data but national sources are more current[25]",PROTECTED AREAS / ENVIRONMENTAL,,Open/Free,Current,,Monthly,Polygon boundaries,https://www.protectedplanet.net,Polygon boundaries,4,,Yes,TIER1_BEST_DATASETS.csv
NOR,Norway,WorldClim,WorldClim.org,CLIMATE / WEATHER,,Open/Free,"1970–2000 baseline, future projections available",,Static climatologies,1 km (30 arc-seconds),https://www.worldclim.org,1 km (30 arc-seconds),4,,No - direct download,TIER1_BEST_DATASETS.csv
NOR,Norway,WorldPop,Open/Free (various licenses depending on data source),POPULATION / DEMOGRAPHICS,,,2000–2020 (annual),,"Annual historical, periodic updates",Qualifier: Best Global,https://hub.worldpop.org,,3,,Limited,TIER1_BEST_DATASETS.csv
NZL,New Zealand,LINZ LiDAR DEM,Land Information New Zealand,Raster DTM (1m LiDAR-derived),,Open (CC BY 4.0),2012,Present,Ongoing,Available,https://data.linz.govt.nz/,,,,,COUNTRY_COVERAGE_LONG.csv
OMN,Oman,21st Century Aerospace Technology (21AT) - TripleSat/BJ-3,Competitive high-resolution option; 30cm BJ-3 constellation launched 2021-2022; TripleSat constellation follows same orbit with 33-minute spacing; growing presence in Middle East market; potentially more competitive pricing than US/European providers[60],SATELLITE IMAGERY (COMMERCIAL),,Commercial/Purchase,2021-present (BJ-3); 2015-present (TripleSat),,Regular revisit; tasking available,30cm (BJ-3A/B); 80cm (TripleSat),,30cm (BJ-3A/B); 80cm (TripleSat),3,,,TIER1_BEST_DATASETS.csv
OMN,Oman,Airbus Defence and Space,Airbus Defence and Space,SATELLITE IMAGERY (COMMERCIAL),,Commercial/Purchase,Archive and current tasking,,On-demand tasking,High-quality commercial imagery with 50cm resolution (Pléiades Neo); 70+ Earth observation satellites operated; excellent coverage and rapid tasking capability; competitive with Maxar; strong presence in Middle East; Pléiades constellation provides tri-stereo capability for 3D modeling[61][62],https://www.airbus.com/en/products-services/space/earth-observation,High-quality commercial imagery with 50cm resolution (Pléiades Neo); 70+ Earth observation satellites operated; excellent coverage and rapid tasking capability; competitive with Maxar; strong presence in Middle East; Pléiades constellation provides tri-stereo capability for 3D modeling[61][62],3,,Yes - OneAtlas API,TIER1_BEST_DATASETS.csv
